URL,Name,Is_ISA_Compatible,Ticker,SEDOL_ID,Sector,ETF_Type,Exchange,Country,Indices,Currency,Open_price,Year_low,Year_high,Dividend_yield,PE_ratio,Market_capitalisation,Volume,GBP_Open,GBP_Year_low,GBP_Year_high,GBP_Market_capitalisation
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-msci-emu-index-ucits-dr-gbp,Xtrackers  MSCI EMU INDEX UCITS ETF DR GBP  (XD5S),True,XD5S,BWTW3V2,ETF 1x,Index,London Stock Exchange,,,GBX,3307.5,2683,3334,0%,0,0,90,33.075,26.830000000000002,33.34,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-ii-eurozone-govt-bond-dr,Xtrackers  Eurozone Government Bond UCITS ETF (DR)  (XGLE),True,XGLE,B600ZV7,ETF 1x,Bonds,London Stock Exchange,,,EUR,214.41,200.82,219.32,0%,0,0,1129,183.14550226461466,171.5371473568393,187.33954366249378,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-physical-gold-etc,Xtrackers  Physical Gold ETC  (XGLD),True,XGLD,B5840F3,ETF 1x,ETC - Metals,London Stock Exchange,,,USD,209,174.8,210.24,0%,0,0,251,163.94603539647423,137.11850233159663,164.9187295777739,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-s-and-p-500-ucits-etf,Xtrackers  S&P 500 UCITS ETF  (XSPU),True,XSPU,B3N14D1,ETF 1x,Index,London Stock Exchange,,,USD,101.43,75.15,102.07,0%,0,0,17450,79.5648151687291,58.94997397150736,80.06685087520633,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-physical-gold-gbp-hedged-etc,Xtrackers (IE) plc  Physical Gold GBP Hedged ETC  (XGDG),True,XGDG,BM97NN9,ETF 1x,ETC - Metals,London Stock Exchange,,,GBX,2567,2163.5,2588,0%,0,0,2755,25.67,21.635,25.88,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-harvest-ftse-china-ah50idx-dr,Xtrackers  Harvest FTSE China A-H 50 Index UCITS ETF (DR)  (AH50),True,AH50,BYXZTY6,ETF 1x,Regional,London Stock Exchange,,,USD,23.8,21.41,28.49,0%,0,0,0,18.669452834622422,16.794663243246475,22.348433246150957,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrakers-harvest-csi300-index-ucits-dr,Xtrackers  Harvest CSI300 Index UCITS ETF (DR)  (RQFI),True,RQFI,BHCQCX1,ETF 1x,Index,London Stock Exchange,,,GBX,747.5,671.13,940.75,0%,0,0,3587,7.4750000000000005,6.7113000000000005,9.4075,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-msci-pakistan-im-index-ucits,Xtrackers  MSCI Pakistan IM Index UCITS ETF  (XBAK),True,XBAK,B8J4B50,ETF 1x,Index,London Stock Exchange,,,USD,0.86,0.54,0.87,0%,0,0,15946,0.6746104805787935,0.42359262734017267,0.6824547884925003,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-msci-africa-top-50-index,Xtrackers  MSCI Africa TOP 50 Index UCITS ETF  (XMAF),True,XMAF,B4KK7T5,ETF 1x,Index,London Stock Exchange,,,USD,6.39,5.93,7,0%,0,0,3475,5.012512756858709,4.651674592828192,5.49101553959483,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-dax-esg-screened-ucits-etf,Xtrackers  DAX ESG Screened UCITS ETF  (XDDX),True,XDDX,BCBV5D3,ETF 1x,ESG,London Stock Exchange,,,GBX,10539,8841,10584,0%,0,0,28,105.39,88.41,105.84,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-msci-emu-idx-ucits-etf-dr-1d,Xtrackers  MSCI EMU INDEX UCITS ETF DR 1D  (XD5E),True,XD5E,B8FMT76,ETF 1x,Index,London Stock Exchange,,,GBX,4411.25,3711,4424.75,0%,0,0,2279,44.112500000000004,37.11,44.2475,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-nikkei-225-ucits-etf-dr-1d,Xtrackers  Nikkei 225 UCITS ETF (DR) 1D  (XDJP),True,XDJP,B98DR24,ETF 1x,Index,London Stock Exchange,,,GBX,2111.5,1721.5,2184.5,0%,0,0,12751,21.115000000000002,17.215,21.845,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-msci-malaysia-ucits-etf,Xtrackers  MSCI Malaysia UCITS ETF  (XCX3),True,XCX3,B4LZ6C5,ETF 1x,Regional,London Stock Exchange,,,GBX,818.13,726,829.75,0%,0,0,15279,8.1813,7.26,8.2975,0
https://www.hl.co.uk/shares/shares-search-results/x/xtrackers-msci-indonesia-indx-ucits-etf,Xtrackers  MSCI Indonesia Index UCITS ETF  (XMID),True,XMID,B5SZD35,ETF 1x,Index,London Stock Exchange,,,GBX,1326,1184.5,1388,0%,0,0,300,13.26,11.845,13.88,0
